name,club,Position,Appearances,Goals,Shots,Assists,Passes,Crosses,Fouls,Offsides,Tackles,Interceptions,Clearances,Headed Clearance,Recoveries,Successful 50/50s,Headed goals,Shots on target,Big chances missed,Big chances created,Yellow cards,Red cards,Blocked shots,Tackle success %,Last man tackles,Errors leading to goal,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Cross accuracy %,Accurate long balls,age,height_cm,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,player_url,gpg,crosspg,ppg,apg,bspg,fpg,opg,tpg,ipg,clearpg,rpg,ffpg,bcpg,lbpg,aerial_win,duel_win,shot_accuracy,chances_missed
"frozenset({'Delph', 'Fabian'})",Manchester City,Midfielder,158,7,137.0,7,7383,179.0,116,1.0,346.0,255.0,180.0,41.0,863.0,230.0,0.0,33.0,3.0,6.0,25.0,1.0,33.0,73.0,,4.0,871.0,622.0,106.0,142.0,25.0,425.0,,,,,,,,,,,,,0.04430379746835443,1.1329113924050633,46.72784810126582,0.04430379746835443,0.2088607594936709,0.7341772151898734,0.006329113924050633,2.189873417721519,1.6139240506329113,1.139240506329114,5.462025316455696,1.4556962025316456,0.0379746835443038,2.689873417721519,0.4274193548387097,0.5833891493636972,0.24087591240875914,0.021897810218978103
"frozenset({'Mousa', 'Dembélé'})",Tottenham Hotspur,Midfielder,233,12,205.0,12,10337,67.0,359,14.0,538.0,250.0,156.0,69.0,1269.0,527.0,0.0,62.0,9.0,12.0,30.0,0.0,75.0,81.0,,0.0,1531.0,1260.0,191.0,210.0,22.0,390.0,,,80.0,,,,,,,,,,0.05150214592274678,0.2875536480686695,44.36480686695279,0.05150214592274678,0.3218884120171674,1.5407725321888412,0.060085836909871244,2.3090128755364807,1.0729613733905579,0.6695278969957081,5.446351931330472,2.2618025751072963,0.05150214592274678,1.6738197424892705,0.4763092269326683,0.5485489072017198,0.3024390243902439,0.04390243902439024
"frozenset({'Denayer', 'Jason'})",Manchester City,Defender,24,0,,0,586,10.0,17,0.0,35.0,34.0,80.0,42.0,97.0,,0.0,,,0.0,2.0,0.0,2.0,66.0,0.0,0.0,74.0,80.0,27.0,35.0,10.0,41.0,,,,,,,,,,,,,0.0,0.4166666666666667,24.416666666666668,0.0,0.08333333333333333,0.7083333333333334,0.0,1.4583333333333333,1.4166666666666667,3.3333333333333335,4.041666666666667,0.0,0.0,1.7083333333333333,0.43548387096774194,0.4805194805194805,0.0,0.0
"frozenset({'Fousseni', 'Diabaté'})",Leicester City,Forward,14,0,6.0,1,227,10.0,1,1.0,9.0,8.0,7.0,5.0,33.0,16.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,67.0,,0.0,53.0,50.0,14.0,11.0,30.0,4.0,23.0,175.0,70.0,76.0,35000.0,78.0,66.0,60.0,76.0,23.0,50.0,https://sofifa.com/player/236944/fousseni-diabate/20/159586,0.0,0.7142857142857143,16.214285714285715,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.6428571428571429,0.5714285714285714,0.5,2.357142857142857,1.1428571428571428,0.0,0.2857142857142857,0.56,0.5145631067961165,0.3333333333333333,0.16666666666666666
"frozenset({'Mohamed', 'Diamé'})",Newcastle United,Midfielder,210,18,260.0,5,5629,174.0,320,5.0,693.0,334.0,191.0,74.0,990.0,336.0,1.0,68.0,13.0,8.0,29.0,0.0,72.0,74.0,,1.0,1460.0,1514.0,219.0,266.0,21.0,459.0,,,,,,,,,,,,,0.08571428571428572,0.8285714285714286,26.804761904761904,0.023809523809523808,0.34285714285714286,1.5238095238095237,0.023809523809523808,3.3,1.5904761904761904,0.9095238095238095,4.714285714285714,1.6,0.0380952380952381,2.1857142857142855,0.4515463917525773,0.4909213180901143,0.26153846153846155,0.05
"frozenset({'Diaz', 'Brahim'})",Manchester City,Forward,5,0,3.0,0,28,1.0,1,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,6.0,5.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0,0.2,5.6,0.0,0.2,0.2,0.0,0.2,0.2,0.0,1.6,0.2,0.0,0.2,0.0,0.5454545454545454,0.3333333333333333,0.3333333333333333
"frozenset({'Eric', 'Dier'})",Tottenham Hotspur,Midfielder,135,7,97.0,6,7598,112.0,122,5.0,242.0,212.0,419.0,250.0,588.0,47.0,3.0,23.0,4.0,9.0,25.0,0.0,30.0,76.0,,6.0,653.0,531.0,311.0,230.0,19.0,548.0,25.0,190.0,79.0,83.0,77000.0,54.0,63.0,71.0,64.0,80.0,84.0,https://sofifa.com/player/202335/eric-dier/20/159586,0.05185185185185185,0.8296296296296296,56.28148148148148,0.044444444444444446,0.2222222222222222,0.9037037037037037,0.037037037037037035,1.7925925925925925,1.5703703703703704,3.1037037037037036,4.355555555555555,0.34814814814814815,0.06666666666666667,4.059259259259259,0.5748613678373382,0.5515202702702703,0.23711340206185566,0.041237113402061855
"frozenset({'Lucas', 'Digne'})",Everton,Defender,1,0,,0,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,178.0,83.0,86.0,97000.0,78.0,69.0,79.0,79.0,80.0,76.0,https://sofifa.com/player/200458/lucas-digne/20/159586,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Diogo', 'Jota'})",Wolverhampton Wanderers,Midfielder,1,0,1.0,0,32,3.0,2,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,12.0,0.0,5.0,33.0,3.0,,,,,,,,,,,,,0.0,3.0,32.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,0.2,0.0,0.0
"frozenset({'Doherty', 'Matt'})",Wolverhampton Wanderers,Defender,2,0,,0,59,5.0,1,0.0,4.0,3.0,7.0,5.0,8.0,,0.0,,,0.0,0.0,0.0,0.0,75.0,0.0,0.0,15.0,8.0,9.0,3.0,40.0,1.0,27.0,182.0,78.0,79.0,69000.0,74.0,63.0,71.0,74.0,74.0,78.0,https://sofifa.com/player/201417/matt-doherty/20/159586,0.0,2.5,29.5,0.0,0.0,0.5,0.0,2.0,1.5,3.5,4.0,0.0,0.0,0.5,0.75,0.6521739130434783,0.0,0.0
"frozenset({'Fernández', 'Federico'})",Newcastle United,Defender,117,2,,4,5421,13.0,104,5.0,195.0,255.0,771.0,467.0,544.0,14.0,1.0,,,2.0,15.0,0.0,10.0,76.0,0.0,3.0,579.0,417.0,295.0,208.0,15.0,346.0,30.0,190.0,76.0,76.0,34000.0,48.0,28.0,50.0,50.0,77.0,74.0,https://sofifa.com/player/201988/federico-fernandez/20/159586,0.017094017094017096,0.1111111111111111,46.333333333333336,0.03418803418803419,0.08547008547008547,0.8888888888888888,0.042735042735042736,1.6666666666666667,2.1794871794871793,6.589743589743589,4.64957264957265,0.11965811965811966,0.017094017094017096,2.9572649572649574,0.5864811133200796,0.5813253012048193,0.0,0.0
"frozenset({'Felipe', 'Anderson'})",West Ham United,Midfielder,1,0,0.0,0,26,2.0,0,0.0,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,0.0,7.0,7.0,1.0,0.0,50.0,1.0,26.0,175.0,84.0,85.0,125000.0,89.0,77.0,79.0,89.0,55.0,61.0,https://sofifa.com/player/201995/felipe-anderson-pereira-gomes/20/159586,0.0,2.0,26.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,2.0,0.0,1.0,1.0,0.5,0.0,0.0
"frozenset({'Marouane', 'Fellaini'})",Manchester United,Midfielder,247,37,380.0,15,10872,149.0,573,87.0,601.0,332.0,562.0,254.0,1427.0,123.0,15.0,144.0,36.0,17.0,54.0,3.0,96.0,77.0,,1.0,1820.0,1817.0,847.0,539.0,21.0,401.0,,,,,,,,,,,,,0.14979757085020243,0.6032388663967612,44.016194331983804,0.06072874493927125,0.38866396761133604,2.3198380566801617,0.3522267206477733,2.4331983805668016,1.3441295546558705,2.2753036437246963,5.777327935222672,0.4979757085020243,0.06882591093117409,1.6234817813765183,0.6111111111111112,0.5004124278251306,0.37894736842105264,0.09473684210526316
frozenset({'Fernandinho'}),Manchester City,Midfielder,166,17,169.0,12,10494,61.0,258,1.0,440.0,286.0,264.0,169.0,992.0,153.0,2.0,54.0,9.0,20.0,34.0,2.0,40.0,69.0,,0.0,1003.0,953.0,273.0,225.0,25.0,436.0,,,85.0,,,,,,,,,,0.10240963855421686,0.3674698795180723,63.21686746987952,0.07228915662650602,0.24096385542168675,1.5542168674698795,0.006024096385542169,2.6506024096385543,1.7228915662650603,1.5903614457831325,5.975903614457831,0.9216867469879518,0.12048192771084337,2.6265060240963853,0.5481927710843374,0.5127811860940695,0.31952662721893493,0.05325443786982249
"frozenset({'Phil', 'Foden'})",Manchester City,Midfielder,5,0,0.0,1,44,4.0,1,0.0,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.8,8.8,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
"frozenset({'Forster', 'Fraser'})",Southampton,Goalkeeper,106,0,,0,2496,,0,,,,,,,,,,,,4.0,0.0,,,,7.0,,,,,,768.0,31.0,201.0,73.0,73.0,29000.0,,,,,,,https://sofifa.com/player/172203/fraser-forster/20/159586,0.0,0.0,23.547169811320753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.245283018867925,0.0,0.0,0.0,0.0
"frozenset({'Fosu-Mensah', 'Timothy'})",Fulham,Defender,33,0,,1,780,19.0,23,0.0,59.0,46.0,83.0,39.0,119.0,13.0,0.0,,,1.0,3.0,0.0,4.0,80.0,3.0,0.0,109.0,87.0,22.0,30.0,21.0,36.0,,,,,,,,,,,,,0.0,0.5757575757575758,23.636363636363637,0.030303030303030304,0.12121212121212122,0.696969696969697,0.0,1.7878787878787878,1.393939393939394,2.515151515151515,3.606060606060606,0.3939393939393939,0.030303030303030304,1.0909090909090908,0.4230769230769231,0.5561224489795918,0.0,0.0
frozenset({'Fred'}),Manchester United,Midfielder,1,0,0.0,0,53,1.0,3,0.0,1.0,3.0,2.0,1.0,5.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,,0.0,2.0,5.0,0.0,0.0,1.0,7.0,,,77.0,,,,,,,,,,0.0,1.0,53.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,7.0,0.0,0.2857142857142857,0.0,0.0
"frozenset({'Ryan', 'Fredericks'})",West Ham United,Defender,1,0,,0,26,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,26.0,181.0,74.0,76.0,53000.0,92.0,51.0,66.0,73.0,69.0,69.0,https://sofifa.com/player/205346/ryan-fredericks/20/159586,0.0,1.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
"frozenset({'Fuchs', 'Christian'})",Leicester City,Defender,93,2,,9,3370,294.0,74,1.0,237.0,227.0,335.0,180.0,553.0,29.0,0.0,,,11.0,15.0,0.0,14.0,78.0,1.0,0.0,468.0,379.0,179.0,132.0,23.0,243.0,33.0,187.0,73.0,73.0,49000.0,49.0,67.0,76.0,70.0,75.0,68.0,https://sofifa.com/player/139313/christian-fuchs/20/159586,0.021505376344086023,3.161290322580645,36.236559139784944,0.0967741935483871,0.15053763440860216,0.7956989247311828,0.010752688172043012,2.5483870967741935,2.4408602150537635,3.6021505376344085,5.946236559139785,0.3118279569892473,0.11827956989247312,2.6129032258064515,0.5755627009646302,0.5525383707201889,0.0,0.0
"frozenset({'Gabbiadini', 'Manolo'})",Southampton,Forward,40,9,51.0,0,345,8.0,22,20.0,5.0,7.0,16.0,11.0,,,0.0,21.0,3.0,0.0,3.0,0.0,12.0,,,,,,,,,,,,76.0,,,,,,,,,,0.225,0.2,8.625,0.0,0.3,0.55,0.5,0.125,0.175,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.058823529411764705
"frozenset({'Jesus', 'Gabriel'})",Manchester City,Forward,40,20,80.0,7,839,4.0,39,24.0,28.0,10.0,7.0,4.0,,,4.0,46.0,16.0,7.0,8.0,0.0,12.0,,,,,,,,,,22.0,175.0,82.0,88.0,140000.0,85.0,80.0,72.0,86.0,39.0,71.0,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/20/159586,0.5,0.1,20.975,0.175,0.3,0.975,0.6,0.7,0.25,0.175,0.0,0.0,0.175,0.0,0.0,0.0,0.575,0.2
"frozenset({'Dwight', 'Gayle'})",West Bromwich Albion,Forward,99,21,137.0,4,1056,61.0,71,32.0,49.0,24.0,32.0,18.0,,,2.0,49.0,18.0,4.0,6.0,1.0,36.0,,,,,,,,,,,,75.0,,,,,,,,,,0.21212121212121213,0.6161616161616161,10.666666666666666,0.04040404040404041,0.36363636363636365,0.7171717171717171,0.32323232323232326,0.494949494949495,0.24242424242424243,0.32323232323232326,0.0,0.0,0.04040404040404041,0.0,0.0,0.0,0.35766423357664234,0.13138686131386862
"frozenset({'Gazzaniga', 'Paulo'})",Tottenham Hotspur,Goalkeeper,22,0,,0,431,,0,,,,,,,,,,,,0.0,0.0,,,,6.0,,,,,,127.0,27.0,196.0,75.0,78.0,50000.0,,,,,,,https://sofifa.com/player/205186/paulo-gazzaniga/20/159586,0.0,0.0,19.59090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7727272727272725,0.0,0.0,0.0,0.0
"frozenset({'Rachid', 'Ghezzal'})",Leicester City,Midfielder,1,0,0.0,0,14,1.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,1.0,1.0,27.0,182.0,74.0,74.0,63000.0,72.0,68.0,74.0,78.0,28.0,58.0,https://sofifa.com/player/210372/rachid-ghezzal/20/159586,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0
"frozenset({'Morgan', 'Gibbs-White'})",Wolverhampton Wanderers,Midfielder,1,0,0.0,0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,178.0,70.0,86.0,20000.0,72.0,61.0,69.0,72.0,56.0,64.0,https://sofifa.com/player/236015/morgan-gibbs-white/20/159586,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Gibson', 'Ben'})",Burnley,Defender,38,1,,1,1682,0.0,19,1.0,31.0,57.0,234.0,117.0,135.0,17.0,1.0,,,1.0,4.0,0.0,4.0,71.0,2.0,0.0,122.0,100.0,61.0,67.0,0.0,148.0,26.0,185.0,74.0,78.0,27000.0,59.0,29.0,48.0,51.0,75.0,71.0,https://sofifa.com/player/200408/ben-gibson/20/159586,0.02631578947368421,0.0,44.26315789473684,0.02631578947368421,0.10526315789473684,0.5,0.02631578947368421,0.8157894736842105,1.5,6.157894736842105,3.5526315789473686,0.4473684210526316,0.02631578947368421,3.8947368421052633,0.4765625,0.5495495495495496,0.0,0.0
"frozenset({'Giroud', 'Olivier'})",Chelsea,Forward,193,76,477.0,24,4158,87.0,194,105.0,134.0,59.0,159.0,98.0,,,29.0,183.0,71.0,36.0,16.0,2.0,93.0,,,,,,,,,,32.0,193.0,82.0,82.0,140000.0,46.0,81.0,71.0,72.0,42.0,79.0,https://sofifa.com/player/178509/olivier-giroud/20/159586,0.39378238341968913,0.45077720207253885,21.5440414507772,0.12435233160621761,0.48186528497409326,1.005181347150259,0.5440414507772021,0.694300518134715,0.30569948186528495,0.8238341968911918,0.0,0.0,0.18652849740932642,0.0,0.0,0.0,0.3836477987421384,0.1488469601677149
"frozenset({'Joseph', 'Gomez'})",Liverpool,Defender,29,0,,3,1618,52.0,27,1.0,73.0,46.0,70.0,38.0,183.0,25.0,0.0,,,2.0,6.0,0.0,2.0,78.0,1.0,0.0,152.0,119.0,42.0,43.0,21.0,59.0,,,,,,,,,,,,,0.0,1.793103448275862,55.793103448275865,0.10344827586206896,0.06896551724137931,0.9310344827586207,0.034482758620689655,2.5172413793103448,1.5862068965517242,2.413793103448276,6.310344827586207,0.8620689655172413,0.06896551724137931,2.0344827586206895,0.49411764705882355,0.5608856088560885,0.0,0.0
"frozenset({'Grant', 'Lee'})",Manchester United,Goalkeeper,31,0,,0,959,,0,,,,,,,,,,,,1.0,0.0,,,,0.0,,,,,,365.0,36.0,193.0,72.0,72.0,30000.0,,,,,,,https://sofifa.com/player/53739/lee-grant/20/159586,0.0,0.0,30.93548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.774193548387096,0.0,0.0,0.0,0.0
"frozenset({'Demarai', 'Gray'})",Leicester City,Midfielder,78,4,71.0,5,1010,184.0,20,6.0,41.0,27.0,24.0,6.0,182.0,91.0,0.0,21.0,3.0,9.0,4.0,0.0,26.0,80.0,,1.0,194.0,231.0,11.0,59.0,20.0,44.0,23.0,180.0,75.0,80.0,60000.0,88.0,67.0,67.0,81.0,37.0,55.0,https://sofifa.com/player/220633/demarai-gray/20/159586,0.05128205128205128,2.358974358974359,12.948717948717949,0.0641025641025641,0.3333333333333333,0.2564102564102564,0.07692307692307693,0.5256410256410257,0.34615384615384615,0.3076923076923077,2.3333333333333335,1.1666666666666667,0.11538461538461539,0.5641025641025641,0.15714285714285714,0.45647058823529413,0.29577464788732394,0.04225352112676056
"frozenset({'Green', 'Robert'})",Chelsea,Goalkeeper,267,0,,0,4858,,3,,,,,,,,,,,,3.0,0.0,,,,21.0,,,,,,1502.0,,,,,,,,,,,,,0.0,0.0,18.194756554307116,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6254681647940075,0.0,0.0,0.0,0.0
"frozenset({'Groß', 'Pascal'})",Brighton and Hove Albion,Midfielder,39,7,44.0,8,1233,237.0,33,9.0,37.0,14.0,20.0,6.0,137.0,11.0,1.0,20.0,0.0,16.0,2.0,0.0,12.0,65.0,,0.0,81.0,191.0,13.0,60.0,30.0,69.0,,,,,,,,,,,,,0.1794871794871795,6.076923076923077,31.615384615384617,0.20512820512820512,0.3076923076923077,0.8461538461538461,0.23076923076923078,0.9487179487179487,0.358974358974359,0.5128205128205128,3.5128205128205128,0.28205128205128205,0.41025641025641024,1.7692307692307692,0.1780821917808219,0.2977941176470588,0.45454545454545453,0.0
"frozenset({'Marko', 'Grujic'})",Liverpool,Midfielder,8,0,4.0,0,47,0.0,2,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,67.0,,0.0,12.0,7.0,5.0,3.0,0.0,0.0,,,77.0,,,,,,,,,,0.0,0.0,5.875,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.375,0.25,0.0,0.0,0.625,0.631578947368421,0.5,0.0
"frozenset({'Guendouzi', 'Matteo'})",Arsenal,Midfielder,1,0,1.0,0,47,0.0,1,0.0,4.0,4.0,1.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,0.0,7.0,4.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,0.0,0.0,47.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,6.0,0.0,0.0,3.0,0.0,0.6363636363636364,0.0,0.0
"frozenset({'Gueye', 'Idrissa'})",Everton,Midfielder,102,3,78.0,3,5374,39.0,169,2.0,399.0,286.0,112.0,39.0,880.0,114.0,0.0,17.0,3.0,3.0,27.0,1.0,26.0,76.0,,1.0,767.0,539.0,99.0,79.0,26.0,264.0,,,84.0,,,,,,,,,,0.029411764705882353,0.38235294117647056,52.68627450980392,0.029411764705882353,0.2549019607843137,1.6568627450980393,0.0196078431372549,3.911764705882353,2.803921568627451,1.0980392156862746,8.627450980392156,1.1176470588235294,0.029411764705882353,2.588235294117647,0.5561797752808989,0.5872894333843798,0.21794871794871795,0.038461538461538464
"frozenset({'Gündogan', 'Ilkay'})",Manchester City,Midfielder,41,7,53.0,2,1957,17.0,16,0.0,37.0,27.0,14.0,4.0,177.0,37.0,1.0,15.0,1.0,3.0,3.0,0.0,19.0,59.0,,0.0,110.0,116.0,7.0,18.0,18.0,44.0,,,,,,,,,,,,,0.17073170731707318,0.4146341463414634,47.73170731707317,0.04878048780487805,0.4634146341463415,0.3902439024390244,0.0,0.9024390243902439,0.6585365853658537,0.34146341463414637,4.317073170731708,0.9024390243902439,0.07317073170731707,1.0731707317073171,0.28,0.48672566371681414,0.2830188679245283,0.018867924528301886
"frozenset({'Haidara', 'Massadio'})",Newcastle United,Defender,38,0,,1,919,92.0,31,1.0,54.0,71.0,109.0,56.0,142.0,32.0,0.0,,,1.0,3.0,0.0,5.0,80.0,0.0,0.0,167.0,145.0,40.0,34.0,15.0,22.0,,,,,,,,,,,,,0.0,2.4210526315789473,24.18421052631579,0.02631578947368421,0.13157894736842105,0.8157894736842105,0.02631578947368421,1.4210526315789473,1.868421052631579,2.8684210526315788,3.736842105263158,0.8421052631578947,0.02631578947368421,0.5789473684210527,0.5405405405405406,0.5352564102564102,0.0,0.0
"frozenset({'Joe', 'Hart'})",Burnley,Goalkeeper,322,0,,1,6183,,6,,,,,,,,,,,,7.0,0.0,,,,20.0,,,,,,1604.0,32.0,196.0,77.0,77.0,27000.0,,,,,,,https://sofifa.com/player/150724/joe-hart/20/159586,0.0,0.0,19.20186335403727,0.003105590062111801,0.0,0.018633540372670808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9813664596273295,0.0,0.0,0.0,0.0
"frozenset({'Hayden', 'Isaac'})",Newcastle United,Midfielder,26,1,14.0,0,527,17.0,30,0.0,40.0,23.0,40.0,20.0,69.0,6.0,0.0,9.0,1.0,0.0,7.0,0.0,1.0,58.0,,0.0,106.0,123.0,51.0,45.0,29.0,14.0,24.0,185.0,76.0,83.0,29000.0,58.0,55.0,64.0,68.0,74.0,76.0,https://sofifa.com/player/206115/isaac-hayden/20/159586,0.038461538461538464,0.6538461538461539,20.26923076923077,0.0,0.038461538461538464,1.1538461538461537,0.0,1.5384615384615385,0.8846153846153846,1.5384615384615385,2.6538461538461537,0.23076923076923078,0.0,0.5384615384615384,0.53125,0.462882096069869,0.6428571428571429,0.07142857142857142
"frozenset({'Hazard', 'Eden'})",Chelsea,Forward,209,69,399.0,40,9839,426.0,102,52.0,124.0,123.0,30.0,13.0,,,4.0,175.0,30.0,50.0,13.0,0.0,108.0,,,,,,,,,,,,91.0,,,,,,,,,,0.33014354066985646,2.0382775119617227,47.07655502392345,0.19138755980861244,0.5167464114832536,0.4880382775119617,0.24880382775119617,0.5933014354066986,0.5885167464114832,0.14354066985645933,0.0,0.0,0.23923444976076555,0.0,0.0,0.0,0.43859649122807015,0.07518796992481203
"frozenset({'Heaton', 'Tom'})",Burnley,Goalkeeper,77,0,,0,2222,,0,,,,,,,,,,,,2.0,0.0,,,,1.0,,,,,,761.0,,,,,,,,,,,,,0.0,0.0,28.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.883116883116884,0.0,0.0,0.0,0.0
"frozenset({'Costa', 'Hélder'})",Wolverhampton Wanderers,Forward,1,0,2.0,0,15,3.0,1,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,5.0,0.0,2.0,3.0,0.0,,,73.0,,,,,,,,,,0.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0
"frozenset({'Tomer', 'Hemed'})",Brighton and Hove Albion,Forward,16,2,17.0,2,234,1.0,10,7.0,7.0,2.0,12.0,8.0,,,1.0,7.0,2.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.125,0.0625,14.625,0.125,0.25,0.625,0.4375,0.4375,0.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.11764705882352941
"frozenset({'Henderson', 'Jordan'})",Liverpool,Midfielder,279,25,307.0,38,14272,694.0,243,28.0,560.0,378.0,305.0,120.0,1522.0,110.0,0.0,89.0,15.0,38.0,31.0,1.0,84.0,71.0,,1.0,972.0,1051.0,192.0,209.0,24.0,955.0,29.0,182.0,83.0,83.0,115000.0,64.0,70.0,83.0,77.0,78.0,80.0,https://sofifa.com/player/183711/jordan-henderson/20/159586,0.08960573476702509,2.4874551971326166,51.15412186379928,0.13620071684587814,0.3010752688172043,0.8709677419354839,0.1003584229390681,2.007168458781362,1.3548387096774193,1.093189964157706,5.455197132616488,0.3942652329749104,0.13620071684587814,3.4229390681003586,0.47880299251870323,0.4804745427582798,0.2899022801302932,0.048859934853420196
"frozenset({'Jeff', 'Hendrick'})",Burnley,Midfielder,67,4,58.0,3,1837,43.0,63,20.0,49.0,47.0,53.0,25.0,273.0,48.0,1.0,13.0,4.0,3.0,7.0,1.0,23.0,57.0,,0.0,199.0,304.0,51.0,105.0,19.0,87.0,27.0,183.0,75.0,75.0,32000.0,68.0,68.0,74.0,76.0,70.0,75.0,https://sofifa.com/player/200478/jeff-hendrick/20/159586,0.05970149253731343,0.6417910447761194,27.417910447761194,0.04477611940298507,0.34328358208955223,0.9402985074626866,0.29850746268656714,0.7313432835820896,0.7014925373134329,0.7910447761194029,4.074626865671642,0.7164179104477612,0.04477611940298507,1.2985074626865671,0.3269230769230769,0.3956262425447316,0.22413793103448276,0.06896551724137931
"frozenset({'Wayne', 'Hennessey'})",Crystal Palace,Goalkeeper,161,0,,1,4337,,1,,,,,,,,,,,,4.0,0.0,,,,12.0,,,,,,1473.0,32.0,198.0,75.0,75.0,34000.0,,,,,,,https://sofifa.com/player/170084/wayne-hennessey/20/159586,0.0,0.0,26.937888198757765,0.006211180124223602,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.149068322981366,0.0,0.0,0.0,0.0
"frozenset({'Ander', 'Herrera'})",Manchester United,Midfielder,110,10,111.0,14,5783,116.0,133,5.0,269.0,190.0,110.0,31.0,561.0,85.0,1.0,20.0,3.0,14.0,20.0,1.0,45.0,67.0,,0.0,542.0,473.0,55.0,46.0,29.0,276.0,,,81.0,,,,,,,,,,0.09090909090909091,1.0545454545454545,52.57272727272727,0.12727272727272726,0.4090909090909091,1.209090909090909,0.045454545454545456,2.4454545454545453,1.7272727272727273,1.0,5.1,0.7727272727272727,0.12727272727272726,2.5090909090909093,0.5445544554455446,0.5339901477832513,0.18018018018018017,0.02702702702702703
