name,club,Position,Appearances,Goals,Shots,Assists,Passes,Crosses,Fouls,Offsides,Tackles,Interceptions,Clearances,Headed Clearance,Recoveries,Successful 50/50s,Headed goals,Shots on target,Big chances missed,Big chances created,Yellow cards,Red cards,Blocked shots,Tackle success %,Last man tackles,Errors leading to goal,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Cross accuracy %,Accurate long balls,age,height_cm,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,player_url,gpg,crosspg,ppg,apg,bspg,fpg,opg,tpg,ipg,clearpg,rpg,ffpg,bcpg,lbpg,aerial_win,duel_win,shot_accuracy,chances_missed
"frozenset({'Sergio', 'Romero'})",Manchester United,Goalkeeper,7,0,,0,181,,0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,54.0,32.0,192.0,80.0,80.0,85000.0,,,,,,,https://sofifa.com/player/173373/sergio-romero/20/159586,0.0,0.0,25.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.714285714285714,0.0,0.0,0.0,0.0
"frozenset({'Salomón', 'Rondón'})",Newcastle United,Forward,108,24,246.0,7,2191,76.0,118,83.0,41.0,36.0,106.0,73.0,,,10.0,76.0,24.0,9.0,7.0,1.0,57.0,,,,,,,,,,,,78.0,,,,,,,,,,0.2222222222222222,0.7037037037037037,20.287037037037038,0.06481481481481481,0.5277777777777778,1.0925925925925926,0.7685185185185185,0.37962962962962965,0.3333333333333333,0.9814814814814815,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.3089430894308943,0.0975609756097561
"frozenset({'Danny', 'Rose'})",Tottenham Hotspur,Defender,145,9,,14,5593,481.0,194,8.0,357.0,268.0,370.0,199.0,748.0,151.0,1.0,,,16.0,37.0,2.0,32.0,82.0,3.0,2.0,944.0,667.0,153.0,123.0,17.0,288.0,28.0,174.0,80.0,80.0,90000.0,77.0,62.0,74.0,79.0,80.0,75.0,https://sofifa.com/player/169595/danny-rose/20/159586,0.06206896551724138,3.317241379310345,38.57241379310345,0.09655172413793103,0.2206896551724138,1.3379310344827586,0.05517241379310345,2.462068965517241,1.8482758620689654,2.5517241379310347,5.158620689655172,1.0413793103448277,0.1103448275862069,1.986206896551724,0.5543478260869565,0.5859714463066419,0.0,0.0
"frozenset({'Rúben', 'Neves'})",Wolverhampton Wanderers,Midfielder,1,1,3.0,1,91,3.0,1,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100.0,,0.0,4.0,4.0,0.0,1.0,33.0,10.0,22.0,180.0,82.0,87.0,89000.0,62.0,74.0,83.0,76.0,70.0,73.0,https://sofifa.com/player/224293/ruben-diogo-da-silva-neves/20/159586,1.0,3.0,91.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,10.0,0.0,0.5,0.3333333333333333,0.0
"frozenset({'Rúben', 'Vinagre'})",Wolverhampton Wanderers,Defender,1,0,,0,10,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,20.0,174.0,70.0,84.0,24000.0,88.0,54.0,65.0,78.0,60.0,59.0,https://sofifa.com/player/235172/ruben-nascimento-vinagre/20/159586,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
"frozenset({'Ruddy', 'John'})",Wolverhampton Wanderers,Goalkeeper,118,0,,0,2530,,1,,,,,,,,,,,,3.0,1.0,,,,12.0,,,,,,718.0,32.0,193.0,70.0,70.0,27000.0,,,,,,,https://sofifa.com/player/163600/john-ruddy/20/159586,0.0,0.0,21.440677966101696,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.084745762711864,0.0,0.0,0.0,0.0
"frozenset({'Rüdiger', 'Antonio'})",Chelsea,Defender,28,2,,1,1784,10.0,26,2.0,34.0,25.0,103.0,53.0,183.0,8.0,2.0,,,2.0,4.0,0.0,5.0,71.0,0.0,0.0,117.0,106.0,62.0,45.0,10.0,104.0,26.0,190.0,82.0,84.0,115000.0,72.0,43.0,67.0,63.0,82.0,78.0,https://sofifa.com/player/205452/antonio-rudiger/20/159586,0.07142857142857142,0.35714285714285715,63.714285714285715,0.03571428571428571,0.17857142857142858,0.9285714285714286,0.07142857142857142,1.2142857142857142,0.8928571428571429,3.6785714285714284,6.535714285714286,0.2857142857142857,0.07142857142857142,3.7142857142857144,0.5794392523364486,0.5246636771300448,0.0,0.0
"frozenset({'Patrício', 'Rui'})",Wolverhampton Wanderers,Goalkeeper,1,0,,0,15,,0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,2.0,31.0,190.0,83.0,83.0,82000.0,,,,,,,https://sofifa.com/player/178005/rui-pedro-dos-santos-patricio/20/159586,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"frozenset({'Ryan', 'Sessegnon'})",Fulham,Midfielder,1,0,1.0,0,41,4.0,1,1.0,2.0,3.0,1.0,0.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,,0.0,4.0,7.0,1.0,1.0,25.0,0.0,,,75.0,,,,,,,,,,0.0,4.0,41.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.5,0.36363636363636365,1.0,0.0
"frozenset({'Sakho', 'Mamadou'})",Crystal Palace,Defender,84,3,,2,4070,6.0,31,1.0,113.0,138.0,520.0,336.0,590.0,36.0,1.0,,,2.0,3.0,0.0,4.0,74.0,5.0,2.0,409.0,264.0,229.0,169.0,33.0,194.0,29.0,187.0,79.0,80.0,58000.0,53.0,33.0,65.0,56.0,78.0,83.0,https://sofifa.com/player/183285/mamadou-sakho/20/159586,0.03571428571428571,0.07142857142857142,48.45238095238095,0.023809523809523808,0.047619047619047616,0.36904761904761907,0.011904761904761904,1.3452380952380953,1.6428571428571428,6.190476190476191,7.023809523809524,0.42857142857142855,0.023809523809523808,2.3095238095238093,0.5753768844221105,0.6077265973254086,0.0,0.0
"frozenset({'Alexis', 'Sánchez'})",Manchester United,Forward,135,62,446.0,28,6038,375.0,157,76.0,212.0,113.0,16.0,7.0,,,8.0,171.0,35.0,47.0,16.0,0.0,152.0,,,,,,,,,,30.0,169.0,82.0,82.0,150000.0,81.0,78.0,77.0,85.0,44.0,73.0,https://sofifa.com/player/184941/alexis-sanchez/20/159586,0.45925925925925926,2.7777777777777777,44.72592592592593,0.2074074074074074,1.125925925925926,1.162962962962963,0.562962962962963,1.5703703703703704,0.837037037037037,0.11851851851851852,0.0,0.0,0.34814814814814815,0.0,0.0,0.0,0.3834080717488789,0.07847533632286996
"frozenset({'Sané', 'Leroy'})",Manchester City,Forward,59,15,91.0,18,1789,145.0,38,19.0,62.0,30.0,11.0,4.0,,,0.0,34.0,12.0,20.0,8.0,0.0,23.0,,,,,,,,,,23.0,183.0,86.0,92.0,195000.0,95.0,81.0,79.0,86.0,38.0,70.0,https://sofifa.com/player/222492/leroy-sane/20/159586,0.2542372881355932,2.457627118644068,30.322033898305083,0.3050847457627119,0.3898305084745763,0.6440677966101694,0.3220338983050847,1.0508474576271187,0.5084745762711864,0.1864406779661017,0.0,0.0,0.3389830508474576,0.0,0.0,0.0,0.37362637362637363,0.13186813186813187
"frozenset({'Schelotto', 'Ezequiel'})",Brighton and Hove Albion,Defender,20,0,,0,455,33.0,8,0.0,20.0,19.0,51.0,30.0,74.0,15.0,0.0,,,1.0,3.0,0.0,1.0,65.0,0.0,0.0,73.0,62.0,27.0,19.0,15.0,32.0,,,,,,,,,,,,,0.0,1.65,22.75,0.0,0.05,0.4,0.0,1.0,0.95,2.55,3.7,0.75,0.05,1.6,0.5869565217391305,0.5407407407407407,0.0,0.0
"frozenset({'Jeffrey', 'Schlupp'})",Crystal Palace,Defender,100,5,,5,2210,168.0,67,1.0,220.0,142.0,185.0,97.0,452.0,133.0,0.0,,,6.0,12.0,0.0,26.0,75.0,0.0,1.0,569.0,533.0,131.0,171.0,18.0,139.0,26.0,178.0,74.0,75.0,43000.0,86.0,67.0,66.0,73.0,69.0,75.0,https://sofifa.com/player/200759/jeffrey-schlupp/20/159586,0.05,1.68,22.1,0.05,0.26,0.67,0.01,2.2,1.42,1.85,4.52,1.33,0.06,1.39,0.4337748344370861,0.5163339382940109,0.0,0.0
"frozenset({'Schmeichel', 'Kasper'})",Leicester City,Goalkeeper,134,0,,0,3995,,0,,,,,,,,,,,,6.0,0.0,,,,4.0,,,,,,1278.0,32.0,189.0,83.0,83.0,82000.0,,,,,,,https://sofifa.com/player/163587/kasper-schmeichel/20/159586,0.0,0.0,29.813432835820894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.537313432835822,0.0,0.0,0.0,0.0
"frozenset({'Schneiderlin', 'Morgan'})",Everton,Midfielder,172,13,114.0,2,8900,101.0,278,5.0,513.0,438.0,307.0,114.0,1080.0,75.0,3.0,28.0,3.0,6.0,32.0,2.0,29.0,75.0,,1.0,933.0,821.0,233.0,218.0,26.0,616.0,29.0,185.0,77.0,77.0,68000.0,56.0,60.0,71.0,71.0,75.0,76.0,https://sofifa.com/player/177358/morgan-schneiderlin/20/159586,0.0755813953488372,0.5872093023255814,51.74418604651163,0.011627906976744186,0.1686046511627907,1.6162790697674418,0.029069767441860465,2.9825581395348837,2.546511627906977,1.7848837209302326,6.27906976744186,0.436046511627907,0.03488372093023256,3.5813953488372094,0.516629711751663,0.5319270239452679,0.24561403508771928,0.02631578947368421
"frozenset({'André', 'Schürrle'})",Fulham,Midfielder,45,11,78.0,2,758,88.0,32,20.0,58.0,23.0,15.0,9.0,77.0,24.0,0.0,24.0,0.0,4.0,3.0,0.0,26.0,74.0,,0.0,135.0,158.0,33.0,33.0,25.0,15.0,,,77.0,,,,,,,,,,0.24444444444444444,1.9555555555555555,16.844444444444445,0.044444444444444446,0.5777777777777777,0.7111111111111111,0.4444444444444444,1.288888888888889,0.5111111111111111,0.3333333333333333,1.711111111111111,0.5333333333333333,0.08888888888888889,0.3333333333333333,0.5,0.46075085324232085,0.3076923076923077,0.0
"frozenset({'Jean', 'Michael', 'Seri'})",Fulham,Midfielder,1,0,1.0,0,93,5.0,0,0.0,6.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,,0.0,9.0,4.0,0.0,2.0,20.0,9.0,,,,,,,,,,,,,0.0,5.0,93.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,7.0,1.0,0.0,9.0,0.0,0.6923076923076923,0.0,0.0
"frozenset({'Xherdan', 'Shaqiri'})",Liverpool,Forward,85,15,157.0,15,2318,502.0,70,28.0,55.0,37.0,9.0,5.0,,,1.0,53.0,7.0,29.0,10.0,0.0,41.0,,,,,,,,,,27.0,169.0,82.0,82.0,120000.0,80.0,77.0,81.0,85.0,46.0,69.0,https://sofifa.com/player/193348/xherdan-shaqiri/20/159586,0.17647058823529413,5.905882352941177,27.270588235294117,0.17647058823529413,0.4823529411764706,0.8235294117647058,0.32941176470588235,0.6470588235294118,0.43529411764705883,0.10588235294117647,0.0,0.0,0.3411764705882353,0.0,0.0,0.0,0.3375796178343949,0.044585987261146494
"frozenset({'Luke', 'Shaw'})",Manchester United,Defender,104,1,,3,3855,331.0,73,2.0,188.0,122.0,337.0,160.0,451.0,111.0,0.0,,,6.0,11.0,1.0,19.0,82.0,3.0,0.0,577.0,449.0,182.0,149.0,20.0,111.0,23.0,181.0,81.0,84.0,97000.0,82.0,54.0,75.0,80.0,80.0,78.0,https://sofifa.com/player/205988/luke-shaw/20/159586,0.009615384615384616,3.1826923076923075,37.06730769230769,0.028846153846153848,0.18269230769230768,0.7019230769230769,0.019230769230769232,1.8076923076923077,1.1730769230769231,3.2403846153846154,4.336538461538462,1.0673076923076923,0.057692307692307696,1.0673076923076923,0.5498489425981873,0.5623781676413255,0.0,0.0
"frozenset({'Jonjo', 'Shelvey'})",Newcastle United,Midfielder,171,13,301.0,20,7165,459.0,145,11.0,208.0,168.0,125.0,37.0,892.0,111.0,0.0,92.0,16.0,21.0,28.0,4.0,83.0,74.0,,3.0,453.0,496.0,78.0,81.0,24.0,748.0,27.0,184.0,77.0,78.0,40000.0,62.0,72.0,79.0,72.0,62.0,74.0,https://sofifa.com/player/189165/jonjo-shelvey/20/159586,0.07602339181286549,2.6842105263157894,41.900584795321635,0.11695906432748537,0.4853801169590643,0.847953216374269,0.06432748538011696,1.2163742690058479,0.9824561403508771,0.7309941520467836,5.216374269005848,0.6491228070175439,0.12280701754385964,4.374269005847953,0.49056603773584906,0.4773445732349842,0.30564784053156147,0.053156146179401995
"frozenset({'Gylfi', 'Sigurdsson'})",Everton,Midfielder,210,46,471.0,36,5694,1038.0,126,12.0,241.0,217.0,124.0,32.0,705.0,143.0,2.0,173.0,18.0,52.0,14.0,0.0,151.0,71.0,,0.0,606.0,911.0,55.0,180.0,25.0,129.0,,,,,,,,,,,,,0.21904761904761905,4.942857142857143,27.114285714285714,0.17142857142857143,0.719047619047619,0.6,0.05714285714285714,1.1476190476190475,1.0333333333333334,0.5904761904761905,3.357142857142857,0.680952380952381,0.24761904761904763,0.6142857142857143,0.23404255319148937,0.3994726433750824,0.3673036093418259,0.03821656050955414
"frozenset({'Silva', 'David'})",Manchester City,Midfielder,249,48,454.0,75,15303,847.0,206,29.0,324.0,185.0,91.0,18.0,1216.0,299.0,1.0,148.0,45.0,92.0,29.0,0.0,152.0,73.0,,0.0,1006.0,1165.0,89.0,130.0,27.0,386.0,33.0,173.0,88.0,88.0,265000.0,65.0,74.0,88.0,89.0,52.0,57.0,https://sofifa.com/player/168542/david-josue-jimenez-silva/20/159586,0.1927710843373494,3.4016064257028114,61.45783132530121,0.30120481927710846,0.6104417670682731,0.8273092369477911,0.11646586345381527,1.3012048192771084,0.7429718875502008,0.3654618473895582,4.883534136546185,1.2008032128514057,0.36947791164658633,1.5502008032128514,0.4063926940639269,0.46338093044679873,0.32599118942731276,0.09911894273127753
"frozenset({'Moussa', 'Sissoko'})",Tottenham Hotspur,Midfielder,176,12,187.0,20,5896,411.0,208,19.0,205.0,120.0,121.0,74.0,861.0,309.0,1.0,63.0,15.0,29.0,26.0,2.0,46.0,82.0,,1.0,834.0,1135.0,190.0,286.0,23.0,181.0,29.0,187.0,81.0,81.0,105000.0,80.0,70.0,78.0,79.0,79.0,89.0,https://sofifa.com/player/183394/moussa-sissoko/20/159586,0.06818181818181818,2.335227272727273,33.5,0.11363636363636363,0.26136363636363635,1.1818181818181819,0.10795454545454546,1.1647727272727273,0.6818181818181818,0.6875,4.892045454545454,1.7556818181818181,0.16477272727272727,1.0284090909090908,0.39915966386554624,0.42356526155408836,0.33689839572192515,0.08021390374331551
"frozenset({'Chris', 'Smalling'})",Manchester United,Defender,195,11,,2,7138,63.0,170,12.0,253.0,334.0,1181.0,613.0,816.0,58.0,8.0,,,3.0,17.0,1.0,30.0,70.0,8.0,3.0,942.0,544.0,543.0,267.0,35.0,467.0,29.0,194.0,80.0,80.0,115000.0,69.0,47.0,58.0,58.0,79.0,81.0,https://sofifa.com/player/189881/chris-smalling/20/159586,0.05641025641025641,0.3230769230769231,36.6051282051282,0.010256410256410256,0.15384615384615385,0.8717948717948718,0.06153846153846154,1.2974358974358975,1.7128205128205127,6.056410256410256,4.184615384615385,0.29743589743589743,0.015384615384615385,2.394871794871795,0.6703703703703704,0.6339165545087483,0.0,0.0
"frozenset({'Snodgrass', 'Robert'})",Aston Villa,Midfielder,104,19,199.0,13,3250,786.0,143,21.0,193.0,92.0,78.0,21.0,388.0,103.0,2.0,71.0,12.0,24.0,16.0,0.0,59.0,78.0,,0.0,622.0,826.0,118.0,209.0,25.0,95.0,,,,,,,,,,,,,0.18269230769230768,7.5576923076923075,31.25,0.125,0.5673076923076923,1.375,0.20192307692307693,1.8557692307692308,0.8846153846153846,0.75,3.730769230769231,0.9903846153846154,0.23076923076923078,0.9134615384615384,0.36085626911314983,0.42955801104972374,0.35678391959798994,0.06030150753768844
frozenset({'Sokratis'}),Arsenal,Defender,1,0,,0,37,0.0,2,0.0,1.0,0.0,9.0,3.0,5.0,,0.0,,,0.0,1.0,0.0,0.0,100.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,31.0,186.0,84.0,84.0,115000.0,72.0,51.0,52.0,60.0,84.0,83.0,https://sofifa.com/player/172879/sokratis-papastathopoulos/20/159586,0.0,0.0,37.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0
"frozenset({'Dominic', 'Solanke'})",Liverpool,Forward,21,1,22.0,1,197,3.0,13,1.0,7.0,2.0,7.0,4.0,,,0.0,8.0,5.0,4.0,0.0,0.0,4.0,,,,,,,,,,,,70.0,,,,,,,,,,0.047619047619047616,0.14285714285714285,9.380952380952381,0.047619047619047616,0.19047619047619047,0.6190476190476191,0.047619047619047616,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.36363636363636365,0.22727272727272727
"frozenset({'March', 'Solly'})",Brighton and Hove Albion,Midfielder,37,1,28.0,1,663,105.0,29,7.0,54.0,13.0,30.0,13.0,140.0,48.0,1.0,9.0,1.0,4.0,3.0,0.0,10.0,76.0,,0.0,144.0,180.0,19.0,42.0,15.0,36.0,,,75.0,,,,,,,,,,0.02702702702702703,2.8378378378378377,17.91891891891892,0.02702702702702703,0.2702702702702703,0.7837837837837838,0.1891891891891892,1.4594594594594594,0.35135135135135137,0.8108108108108109,3.7837837837837838,1.2972972972972974,0.10810810810810811,0.972972972972973,0.3114754098360656,0.4444444444444444,0.32142857142857145,0.03571428571428571
"frozenset({'Heung-Min', 'Son'})",Tottenham Hotspur,Forward,99,30,193.0,13,2144,127.0,36,56.0,67.0,29.0,22.0,8.0,,,2.0,79.0,16.0,14.0,2.0,0.0,53.0,,,,,,,,,,,,87.0,,,,,,,,,,0.30303030303030304,1.2828282828282829,21.656565656565657,0.13131313131313133,0.5353535353535354,0.36363636363636365,0.5656565656565656,0.6767676767676768,0.29292929292929293,0.2222222222222222,0.0,0.0,0.1414141414141414,0.0,0.0,0.0,0.40932642487046633,0.08290155440414508
"frozenset({'Pape', 'Souaré'})",Crystal Palace,Defender,48,0,,1,1488,185.0,32,1.0,50.0,106.0,147.0,39.0,236.0,21.0,0.0,,,7.0,7.0,1.0,3.0,74.0,0.0,0.0,153.0,132.0,38.0,38.0,18.0,95.0,,,,,,,,,,,,,0.0,3.8541666666666665,31.0,0.020833333333333332,0.0625,0.6666666666666666,0.020833333333333332,1.0416666666666667,2.2083333333333335,3.0625,4.916666666666667,0.4375,0.14583333333333334,1.9791666666666667,0.5,0.5368421052631579,0.0,0.0
"frozenset({'Speroni', 'Julian'})",Crystal Palace,Goalkeeper,92,0,,0,1939,,0,,,,,,,,,,,,1.0,0.0,,,,4.0,,,,,,611.0,,,,,,,,,,,,,0.0,0.0,21.07608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.641304347826087,0.0,0.0,0.0,0.0
"frozenset({'Stekelenburg', 'Maarten'})",Everton,Goalkeeper,55,0,,0,1241,,0,,,,,,,,,,,,2.0,0.0,,,,6.0,,,,,,356.0,36.0,197.0,73.0,73.0,26000.0,,,,,,,https://sofifa.com/player/2147/maarten-stekelenburg/20/159586,0.0,0.0,22.563636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472727272727273,0.0,0.0,0.0,0.0
"frozenset({'Dale', 'Stephens'})",Brighton and Hove Albion,Midfielder,37,0,20.0,3,1807,0.0,52,0.0,106.0,66.0,68.0,37.0,303.0,18.0,0.0,2.0,0.0,2.0,7.0,0.0,7.0,60.0,,0.0,170.0,195.0,29.0,34.0,0.0,151.0,,,,,,,,,,,,,0.0,0.0,48.83783783783784,0.08108108108108109,0.1891891891891892,1.4054054054054055,0.0,2.864864864864865,1.7837837837837838,1.837837837837838,8.18918918918919,0.4864864864864865,0.05405405405405406,4.081081081081081,0.4603174603174603,0.4657534246575342,0.1,0.0
"frozenset({'Stones', 'John'})",Manchester City,Defender,123,1,,0,6161,16.0,35,1.0,148.0,169.0,509.0,281.0,535.0,85.0,1.0,,,5.0,6.0,0.0,6.0,77.0,4.0,7.0,512.0,241.0,229.0,118.0,25.0,432.0,25.0,188.0,83.0,87.0,140000.0,68.0,36.0,70.0,72.0,84.0,77.0,https://sofifa.com/player/203574/john-stones/20/159586,0.008130081300813009,0.13008130081300814,50.08943089430894,0.0,0.04878048780487805,0.2845528455284553,0.008130081300813009,1.2032520325203253,1.3739837398373984,4.138211382113822,4.349593495934959,0.6910569105691057,0.04065040650406504,3.5121951219512195,0.659942363112392,0.6799468791500664,0.0,0.0
"frozenset({'Daniel', 'Sturridge'})",Liverpool,Forward,201,75,524.0,20,3428,165.0,57,77.0,33.0,44.0,27.0,11.0,,,14.0,212.0,57.0,22.0,8.0,1.0,94.0,,,,,,,,,,,,77.0,,,,,,,,,,0.373134328358209,0.8208955223880597,17.054726368159205,0.09950248756218906,0.46766169154228854,0.2835820895522388,0.38308457711442784,0.16417910447761194,0.21890547263681592,0.13432835820895522,0.0,0.0,0.10945273631840796,0.0,0.0,0.0,0.40458015267175573,0.10877862595419847
"frozenset({'Suttner', 'Markus'})",Brighton and Hove Albion,Defender,14,0,,0,438,45.0,5,0.0,25.0,12.0,37.0,20.0,59.0,1.0,0.0,,,0.0,0.0,0.0,2.0,60.0,0.0,0.0,42.0,36.0,14.0,13.0,11.0,40.0,,,,,,,,,,,,,0.0,3.2142857142857144,31.285714285714285,0.0,0.14285714285714285,0.35714285714285715,0.0,1.7857142857142858,0.8571428571428571,2.642857142857143,4.214285714285714,0.07142857142857142,0.0,2.857142857142857,0.5185185185185185,0.5384615384615384,0.0,0.0
"frozenset({'Alexander', 'Sørloth'})",Crystal Palace,Forward,5,0,7.0,0,111,7.0,6,3.0,6.0,2.0,5.0,5.0,,,0.0,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,77.0,,,,,,,,,,0.0,1.4,22.2,0.0,0.2,1.2,0.6,1.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285
"frozenset({'Targett', 'Matt'})",Southampton,Defender,27,0,,1,792,82.0,7,1.0,42.0,41.0,56.0,19.0,116.0,12.0,0.0,,,1.0,1.0,0.0,2.0,76.0,0.0,1.0,104.0,65.0,29.0,21.0,24.0,68.0,,,,,,,,,,,,,0.0,3.037037037037037,29.333333333333332,0.037037037037037035,0.07407407407407407,0.25925925925925924,0.037037037037037035,1.5555555555555556,1.5185185185185186,2.074074074074074,4.296296296296297,0.4444444444444444,0.037037037037037035,2.5185185185185186,0.58,0.6153846153846154,0.0,0.0
"frozenset({'Tarkowski', 'James'})",Burnley,Defender,51,0,,0,1399,6.0,35,5.0,67.0,61.0,271.0,171.0,162.0,14.0,0.0,,,1.0,6.0,0.0,5.0,60.0,0.0,0.0,293.0,156.0,183.0,83.0,33.0,146.0,26.0,192.0,79.0,82.0,39000.0,58.0,45.0,66.0,63.0,79.0,78.0,https://sofifa.com/player/202695/james-tarkowski/20/159586,0.0,0.11764705882352941,27.431372549019606,0.0,0.09803921568627451,0.6862745098039216,0.09803921568627451,1.3137254901960784,1.196078431372549,5.313725490196078,3.176470588235294,0.27450980392156865,0.0196078431372549,2.8627450980392157,0.6879699248120301,0.6525612472160356,0.0,0.0
"frozenset({'James', 'Tomkins'})",Crystal Palace,Defender,217,10,,5,6463,49.0,137,5.0,386.0,389.0,1759.0,795.0,801.0,22.0,5.0,,,6.0,35.0,2.0,23.0,72.0,16.0,5.0,1210.0,642.0,677.0,350.0,35.0,585.0,30.0,192.0,78.0,78.0,51000.0,41.0,32.0,57.0,54.0,80.0,75.0,https://sofifa.com/player/173546/james-tomkins/20/159586,0.04608294930875576,0.22580645161290322,29.783410138248847,0.02304147465437788,0.10599078341013825,0.631336405529954,0.02304147465437788,1.7788018433179724,1.792626728110599,8.105990783410139,3.6912442396313363,0.10138248847926268,0.027649769585253458,2.695852534562212,0.6592015579357352,0.6533477321814255,0.0,0.0
"frozenset({'Lucas', 'Torreira'})",Arsenal,Midfielder,1,0,0.0,0,15,0.0,0,0.0,0.0,2.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,23.0,168.0,82.0,87.0,80000.0,75.0,67.0,77.0,80.0,81.0,75.0,https://sofifa.com/player/223959/lucas-torreira/20/159586,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0
"frozenset({'Tosun', 'Cenk'})",Everton,Forward,15,5,20.0,1,287,8.0,25,9.0,7.0,1.0,12.0,8.0,,,2.0,9.0,2.0,2.0,0.0,0.0,3.0,,,,,,,,,,28.0,183.0,77.0,77.0,80000.0,71.0,77.0,66.0,73.0,36.0,73.0,https://sofifa.com/player/192991/cenk-tosun/20/159586,0.3333333333333333,0.5333333333333333,19.133333333333333,0.06666666666666667,0.2,1.6666666666666667,0.6,0.4666666666666667,0.06666666666666667,0.8,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.45,0.1
"frozenset({'Andros', 'Townsend'})",Crystal Palace,Midfielder,148,14,258.0,16,3277,691.0,56,11.0,258.0,122.0,59.0,14.0,609.0,318.0,0.0,80.0,6.0,32.0,13.0,0.0,89.0,75.0,,1.0,743.0,752.0,9.0,49.0,23.0,71.0,27.0,178.0,78.0,78.0,55000.0,78.0,77.0,75.0,80.0,38.0,69.0,https://sofifa.com/player/194932/andros-townsend/20/159586,0.0945945945945946,4.668918918918919,22.14189189189189,0.10810810810810811,0.6013513513513513,0.3783783783783784,0.07432432432432433,1.7432432432432432,0.8243243243243243,0.39864864864864863,4.114864864864865,2.1486486486486487,0.21621621621621623,0.4797297297297297,0.15517241379310345,0.49698996655518396,0.31007751937984496,0.023255813953488372
"frozenset({'Kieran', 'Trippier'})",Tottenham Hotspur,Defender,80,1,,15,3558,526.0,46,6.0,156.0,120.0,221.0,126.0,464.0,42.0,0.0,,,22.0,5.0,0.0,8.0,72.0,0.0,0.0,396.0,286.0,124.0,94.0,25.0,313.0,,,,,,,,,,,,,0.0125,6.575,44.475,0.1875,0.1,0.575,0.075,1.95,1.5,2.7625,5.8,0.525,0.275,3.9125,0.5688073394495413,0.5806451612903226,0.0,0.0
"frozenset({'Axel', 'Tuanzebe'})",Aston Villa,Defender,5,0,,0,143,0.0,6,0.0,9.0,7.0,8.0,6.0,13.0,1.0,0.0,,,0.0,0.0,0.0,1.0,56.0,0.0,0.0,16.0,17.0,2.0,5.0,0.0,2.0,,,,,,,,,,,,,0.0,0.0,28.6,0.0,0.2,1.2,0.0,1.8,1.4,1.6,2.6,0.2,0.0,0.4,0.2857142857142857,0.48484848484848486,0.0,0.0
